report_year,agency_code,agency_jurisdiction,agency_state,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1986,KS08703,Wichita,KS,286163,1531,23,261,661,586,12,535.01,8.04,91.21,230.99,204.78
1987,KS08703,Wichita,KS,290702,1566,24,240,711,591,12,538.7,8.26,82.56,244.58,203.3
1988,KS08703,Wichita,KS,292733,1655,15,238,774,628,12,565.36,5.12,81.3,264.4,214.53
1989,KS08703,Wichita,KS,297391,2302,29,265,1038,970,12,774.07,9.75,89.11,349.04,326.17
1990,KS08703,Wichita,KS,304011,2189,18,321,771,1079,12,720.04,5.92,105.59,253.61,354.92
1991,KS08703,Wichita,KS,306339,2672,24,284,960,1404,12,872.24,7.83,92.71,313.38,458.32
1992,KS08703,Wichita,KS,309955,2754,29,255,1130,1340,12,888.52,9.36,82.27,364.57,432.32
1993,KS08703,Wichita,KS,313597,2743,48,265,1103,1327,12,874.69,15.31,84.5,351.73,423.15
1994,KS08703,Wichita,KS,316629,2350,42,224,1024,1060,12,742.19,13.26,70.75,323.41,334.78
1995,KS08703,Wichita,KS,311675,2185,41,203,1046,895,12,701.05,13.15,65.13,335.61,287.16
1996,KS08703,Wichita,KS,312706,2372,24,227,1298,823,12,758.54,7.67,72.59,415.09,263.19
1997,KS08703,Wichita,KS,315690,2631,32,228,1481,890,12,833.41,10.14,72.22,469.13,281.92
1998,KS08703,Wichita,KS,329179,2190,31,187,1177,795,12,665.29,9.42,56.81,357.56,241.51
1999,KS08703,Wichita,KS,332286,1927,27,169,1031,700,12,579.92,8.13,50.86,310.27,210.66
2000,KS08703,Wichita,KS,344284,2081,31,176,1279,595,12,604.44,9,51.12,371.5,172.82
2001,KS08703,Wichita,KS,345081,2443,17,183,1501,742,12,707.95,4.93,53.03,434.97,215.02
2002,KS08703,Wichita,KS,347801,2368,20,208,1344,796,12,680.85,5.75,59.8,386.43,228.87
2003,KS08703,Wichita,KS,356123,2229,18,220,1435,556,12,625.91,5.05,61.78,402.95,156.13
2004,KS08703,Wichita,KS,356179,2887,29,241,1990,627,12,810.55,8.14,67.66,558.71,176.04
2005,KS08703,Wichita,KS,355011,2644,12,186,1950,496,12,744.77,3.38,52.39,549.28,139.71
2006,KS08703,Wichita,KS,357372,3325,26,245,2534,520,12,930.4,7.28,68.56,709.07,145.51
2007,KS08703,Wichita,KS,358294,3391,40,278,2516,557,12,946.43,11.16,77.59,702.22,155.46
2008,KS08703,Wichita,KS,362602,3097,30,282,2303,482,12,854.1,8.27,77.77,635.13,132.93
2009,KS08703,Wichita,KS,367635,3255,25,262,2441,527,12,885.39,6.8,71.27,663.97,143.35
2010,KS08703,Wichita,KS,382368,3038,16,251,2290,481,12,794.52,4.18,65.64,598.9,125.8
2011,KS08703,Wichita,KS,384796,2963,25,245,2203,490,12,770.02,6.5,63.67,572.51,127.34
2012,KS08703,Wichita,KS,386409,2896,23,242,2135,496,12,749.46,5.95,62.63,552.52,128.36
2013,KS08703,Wichita,KS,386486,3069,15,250,2337,467,12,794.08,3.88,64.69,604.68,120.83
2014,KS08703,Wichita,KS,387493,2939,21,243,2179,496,12,758.47,5.42,62.71,562.33,128
2015,KS08703,Wichita,KS,389824,3839,27,349,2730,733,,984.8,6.93,89.53,700.32,188.03
